id,slope,r_squared,slope_norm,n_phases,phase_sequence,peak_mass,peak_frame,trough_mass,mean_mass,active_fraction_t0,n_cells_t0,max_cell_area_t0,spatial_type,lifecycle_class,intensity_percentile,duration_frames,recommended_N_hint
S823151,-21325.347959183677,0.2430650742785625,-0.1058,1,D,2910311.0,19,913139.0,1949782.081632653,0.0815090603298611,27,6210,cluster,STEADY,28.0,49,1931
S821043,1552.909693877551,0.010980192796340086,-0.0446,1,G,3219305.0,26,2532070.0,2946501.612244898,0.20958116319444445,106,19294,cluster,STEADY,41.7,49,2500
S838006,465970.94693877554,0.33278705336274206,1.1993,1,G,37601280.0,43,2521961.0,7022790.673469388,0.15403238932291666,25,21458,cluster,RAPID_GROWTH,89.5,49,1904
S799408,19626.46693877551,0.967882764669108,0.0039,1,G,2540340.0,46,1604961.0,2085481.530612245,0.2247653537326389,116,13926,cluster,STEADY,54.3,49,2500
S826657,997885.1348979594,0.751351612671249,2.624,1,G,37000078.0,31,3771388.0,18923396.326530613,0.2385186089409722,28,18755,cluster,RAPID_GROWTH,98.4,49,2138
S795463,-8954.718979591837,0.9398674515888223,-0.0727,1,D,930544.0,0,454135.0,633338.9795918367,0.11564805772569445,116,9155,cluster,QUIESCENT,32.4,49,2500
S814746,-12.41846938775511,0.01517253513431781,-0.0487,1,D,32417.0,0,25897.0,29127.48979591837,0.003757052951388889,34,107,quiescent,QUIESCENT,39.4,49,2203
S828481,315007.5365306123,0.3169262104241796,0.795,1,G,25654378.0,48,1305735.0,4448882.510204081,0.2009006076388889,92,21209,cluster,RAPID_GROWTH,86.7,49,2500
S812634,5296.324591836735,0.7946423571893639,-0.0345,1,G,848502.0,32,595011.0,754270.0612244898,0.042134602864583336,15,5855,cluster,QUIESCENT,43.9,49,1292
S836143,86627.52459183674,0.9655730260972507,0.1833,1,G,6038215.0,41,2036953.0,4546289.673469388,0.1432223849826389,34,6202,cluster,STEADY,78.3,49,2343
S838329,72988.33020408163,0.9461323354977309,0.1468,1,G,5534931.0,47,1917879.0,3341549.1836734693,0.1327446831597222,94,5395,cluster,STEADY,74.4,49,2500
S816753,-8952.316020408132,0.0002078037508843713,-0.0727,1,D,29223835.0,29,847257.0,5799776.571428572,0.3567640516493056,70,49782,mcs,STEADY,32.5,49,2500
S828785,-8367.837653061224,0.1938399312216248,-0.0711,1,D,2934678.0,25,1940676.0,2621179.4897959186,0.21466064453125,42,16496,cluster,STEADY,33.1,49,2500
S812276,4579.308163265305,0.04919972706933768,-0.0365,1,G,2905909.0,19,1745059.0,2517279.9795918367,0.16248914930555555,12,20010,cluster,STEADY,43.4,49,1262
S825398,-804385.4655102041,0.5502900331588438,-2.2032,1,D,37589550.0,1,96549.0,9142771.93877551,0.9986097547743056,1,147251,mcs,RAPID_DECAY,4.1,49,1548
S828158,96248.16448979592,0.902322576103699,0.2091,1,G,6173721.0,37,1929994.0,4381691.6122448975,0.1319240993923611,35,13666,cluster,STEADY,79.8,49,2381
S837442,487901.772244898,0.33700469116565046,1.2581,1,G,37601280.0,43,1010907.0,5786564.428571428,0.09657796223958333,65,4646,cluster,RAPID_GROWTH,89.9,49,2500
S808730,-27990.726734693875,0.9053528042306089,-0.1237,1,D,2202139.0,7,969309.0,1729558.142857143,0.1738349066840278,40,7970,cluster,STEADY,25.5,49,2500
S840184,642891.6132653061,0.3117796015193459,1.6732,2,G→D,37601280.0,23,3172544.0,18052385.755102042,0.23036702473958334,25,33055,mcs,GROWTH_DECAY,92.4,49,1980
S816922,39762.64510204083,0.9674011177121445,0.0578,1,G,1811425.0,46,61869.0,911150.8775510204,0.005079481336805556,20,158,quiescent,STEADY,63.6,49,1505
S818378,-71613.63510204083,0.0419443601849157,-0.2405,1,D,20716704.0,12,2440585.0,7579872.632653061,0.19105360243055555,59,22841,cluster,STEADY,19.0,49,2500
S802971,8636.948673469387,0.4905679237381021,-0.0256,1,G,2533826.0,37,1928905.0,2278078.714285714,0.1870049370659722,27,26093,cluster,STEADY,47.1,49,2037
S830666,-6556.316224489796,0.5736186890451447,-0.0663,2,G→D,1719103.0,27,1313233.0,1558942.8979591837,0.1324395073784722,36,9804,cluster,GROWTH_DECAY,34.2,49,2432
S837094,640537.9586734695,0.5074017688936844,1.6669,1,G,37601280.0,40,3233485.0,10840501.367346939,0.24037000868055555,27,26880,cluster,RAPID_GROWTH,92.2,49,2090
S809830,-296648.5859183674,0.1017674147994811,-0.8432,2,G→D,37601280.0,13,1812760.0,13365380.224489795,0.6434868706597222,34,93365,mcs,GROWTH_DECAY,12.2,49,2500
S842196,-311.0879591836714,0.00014014409666730952,-0.0495,1,D,5835313.0,13,4338102.0,5216252.9387755105,0.28814697265625,19,42130,mcs,STEADY,38.5,49,1738
S839900,45449.11204081632,0.7405297691881809,0.073,1,G,6476393.0,35,4264053.0,5488243.795918368,0.3473985460069444,125,35318,mcs,STEADY,67.1,49,2500
S838245,420054.7036734694,0.3437291453040245,1.0763,1,G,37601280.0,44,2415799.0,7635912.8367346935,0.20936414930555555,22,21638,cluster,RAPID_GROWTH,88.8,49,1809
S821268,-33653.135,0.6565592801660594,-0.1389,2,G→D,5118622.0,21,3220426.0,4503627.959183673,0.3228895399305556,19,47162,mcs,GROWTH_DECAY,24.0,49,1772
S836644,-319090.177244898,0.19319538698490915,-0.9034,1,D,36599385.0,0,1045403.0,6286732.040816327,0.9733547634548612,1,143527,mcs,RAPID_DECAY,11.9,49,1523
S808479,38235.09122448979,0.9552902406137634,0.0537,1,G,2506841.0,40,732175.0,1869840.469387755,0.06873236762152778,44,6428,cluster,STEADY,62.9,49,2500
S819507,63850.68775510206,0.0063445866081242855,0.1223,1,G,27694032.0,29,2397642.0,14310779.612244898,0.18214925130208334,43,24590,cluster,STEADY,73.1,49,2500
S816309,10644.923163265306,0.5272518151392849,-0.0202,2,D→G,2048801.0,37,1179256.0,1653300.7551020407,0.12248399522569445,44,14158,cluster,EPISODIC,48.8,49,2500
S835820,524430.0193877552,0.41629020337601075,1.3559,1,G,37601280.0,43,882927.0,6978850.183673469,0.06980387369791667,53,4815,cluster,RAPID_GROWTH,90.4,49,2500
S820205,-78203.70091836735,0.049858767860255955,-0.2582,1,D,37601280.0,0,442990.0,3448214.06122449,1.0,1,147456,mcs,STEADY,18.1,49,1550
S820034,58482.44163265306,0.7849138789635102,0.1079,1,G,3832512.0,36,860111.0,2865868.1836734693,0.0670505099826389,56,4658,cluster,STEADY,71.1,49,2500
S854814,571844.6025510204,0.22889835867332037,1.4829,2,G→D,37601280.0,15,1691223.0,23457963.163265307,0.1168484157986111,12,15898,cluster,GROWTH_DECAY,91.3,49,1216
S820780,-378937.2326530612,0.09291307612227316,-1.0636,1,D,37601280.0,9,884085.0,18131896.836734693,0.1809421115451389,20,26005,cluster,RAPID_DECAY,11.0,49,1680
S811673,20165.71846938776,0.29511027531237616,0.0053,1,G,7280822.0,31,5280787.0,6682072.285714285,0.4023369683159722,46,30792,mcs,STEADY,54.8,49,2500
S825659,44930.76663265306,0.9678834453083522,0.0716,1,G,2247693.0,48,55633.0,979920.0408163265,0.006184895833333333,28,357,quiescent,STEADY,66.5,49,1906
S840658,-407740.5241836735,0.2845453961346888,-1.1408,1,D,37601280.0,0,1155933.0,5879252.265306123,1.0,1,147456,mcs,RAPID_DECAY,10.7,49,1550
S830316,77242.63255102045,0.9662976901792172,0.1582,1,G,3773197.0,39,434974.0,2036037.7551020407,0.036722819010416664,33,1834,cluster,STEADY,75.3,49,2186
S838778,785148.0016326532,0.5360668990367942,2.0542,1,G,37601280.0,38,893015.0,9417012.448979592,0.09246148003472222,115,3163,cluster,RAPID_GROWTH,95.2,49,2500
S840737,7110.684081632653,0.008138055303599165,-0.0297,1,G,8633946.0,5,132439.0,1316874.9795918367,0.011372884114583334,22,587,cluster,STEADY,45.6,49,1611
S836795,-176962.23908163264,0.18995006660338395,-0.5227,1,D,27002922.0,2,4504099.0,7687026.979591837,0.8736436631944444,12,128253,mcs,RAPID_DECAY,14.1,49,1973
S838535,26297.99836734694,0.4171585794531984,0.0217,1,G,4839988.0,48,2348793.0,2729267.551020408,0.18492296006944445,12,26709,cluster,STEADY,57.0,49,1284
S834047,33010.092448979594,0.5564996581917762,0.0397,1,G,7725465.0,27,5313714.0,7003496.102040816,0.2971259223090278,14,43457,mcs,STEADY,59.6,49,1497
S820227,36695.23397959185,0.9441161943354506,0.0496,1,G,3461898.0,41,1762272.0,2728742.2653061226,0.15849473741319445,90,15457,cluster,STEADY,62.2,49,2500
S813266,-149.33479591836812,0.00011974632845341424,-0.0491,1,D,2488334.0,48,1743955.0,2042262.4285714286,0.18540445963541666,73,17164,cluster,STEADY,38.8,49,2500
S832193,1140053.1859183675,0.7602834996375071,3.0048,2,G→P,37601280.0,25,59183.0,18732052.346938774,0.003533257378472222,5,452,quiescent,QUIESCENT,99.9,49,753
S834490,656761.792755102,0.6505215675546167,1.7103,2,G→D,26857081.0,33,1653388.0,10170236.489795918,0.1453179253472222,31,8072,cluster,GROWTH_DECAY,92.8,49,2195
S800860,34700.3136734694,0.919402727794232,0.0442,1,G,2005990.0,44,608406.0,1392777.163265306,0.07408311631944445,62,7537,cluster,STEADY,61.1,49,2500
S826503,924837.9056122447,0.6130550690671199,2.4283,2,G→P,37601280.0,35,451427.0,11189392.693877552,0.05109998914930555,52,2850,cluster,RAPID_GROWTH,97.3,49,2500
S813462,41528.233877551014,0.7896905290550882,0.0625,1,G,6494801.0,37,4133545.0,5586475.734693877,0.3373684353298611,30,49373,mcs,STEADY,64.6,49,2337
S819294,11374.547142857142,0.6372287867816802,-0.0183,1,G,3478736.0,48,2558911.0,3008062.224489796,0.1802707248263889,50,21481,cluster,STEADY,49.8,49,2500
S822786,-1035541.7197959186,0.7093127313592121,-2.8223,2,P→G,37601280.0,0,862771.0,16668361.122448979,1.0,1,147456,mcs,RAPID_DECAY,0.8,49,1550
S812027,529173.716122449,0.2328393276565963,1.3686,1,G,33096918.0,33,583862.0,17311991.06122449,0.13054063585069445,27,5671,cluster,RAPID_GROWTH,90.6,49,1980
S818956,-42640.50775510203,0.688879634404476,-0.1629,1,D,9255399.0,14,6556544.0,8235517.87755102,0.5621676974826388,102,80506,mcs,STEADY,22.4,49,2500
S820279,-33515.0618367347,0.7218368174599851,-0.1385,2,G→D,8728240.0,14,6791787.0,7966801.897959184,0.5241834852430556,64,67897,mcs,GROWTH_DECAY,24.1,49,2500
S822238,-10670.352448979595,0.26023635106444243,-0.0773,1,D,3936026.0,2,2877796.0,3377656.326530612,0.3143310546875,24,44529,mcs,STEADY,31.5,49,2014
S824158,6561.664489795917,0.09008086360312942,-0.0311,1,G,3313297.0,44,2355797.0,2760675.9183673467,0.2689954969618056,32,15059,cluster,STEADY,45.0,49,2368
S828275,-827875.1050000001,0.701752470706753,-2.2661,2,D→G,37601280.0,0,4537146.0,19774839.836734693,1.0,1,147456,mcs,RAPID_DECAY,3.1,49,1550
S830301,93803.70938775512,0.9152112547393537,0.2025,1,G,11723972.0,45,6600072.0,10055535.265306123,0.4941609700520833,70,64680,mcs,STEADY,79.3,49,2500
S799373,-15938.833571428573,0.37632920963900124,-0.0914,1,D,5513657.0,21,4082102.0,5144984.959183673,0.3979899088541667,61,50913,mcs,STEADY,29.3,49,2500
S814060,-744970.4801020407,0.6475985577180198,-2.044,1,D,34570270.0,10,4236630.0,14788152.102040816,0.9311455620659722,2,137296,mcs,RAPID_DECAY,5.2,49,1531
S834193,42258.143265306135,0.6353446487619528,0.0645,1,G,3364182.0,30,966631.0,2614113.2653061226,0.06410725911458333,21,8397,cluster,STEADY,65.6,49,1614
S837453,458555.2675510204,0.19205268155407762,1.1795,1,G,37601280.0,31,281188.0,8390803.020408163,0.036675347222222224,50,1108,cluster,RAPID_GROWTH,89.3,49,2500
S823391,-688914.9491836735,0.47856005040362903,-1.8939,1,G,33125489.0,11,282943.0,13660957.836734693,0.2513902452256944,66,16697,cluster,RAPID_DECAY,6.2,49,2500
S832751,7157.682857142858,0.5064530493938271,-0.0295,1,G,985028.0,22,493597.0,849114.4489795918,0.04888916015625,30,2626,cluster,STEADY,45.7,49,2048
S805239,-8188.611020408163,0.04679743213776099,-0.0706,1,D,5425127.0,25,3686727.0,4580940.571428572,0.3613688151041667,53,46424,mcs,STEADY,33.3,49,2500
S814728,6153.384591836737,0.7664738504681089,-0.0322,1,G,608064.0,48,270409.0,390224.20408163266,0.04983181423611111,135,1330,cluster,QUIESCENT,44.8,49,2500
S819754,-180468.27163265302,0.025802425941649394,-0.5321,1,D,37601280.0,13,1023759.0,12726656.979591837,0.09913465711805555,52,4798,cluster,RAPID_DECAY,13.7,49,2500
S827374,-39563.340204081636,0.8317910176860145,-0.1547,1,D,6749217.0,14,4791953.0,6039206.081632653,0.4591403537326389,48,66990,mcs,STEADY,23.0,49,2500
S811511,76923.57724489793,0.029757725821839612,0.1573,1,G,14287923.0,22,67410.0,5061061.530612245,0.1531982421875,41,15288,cluster,STEADY,75.1,49,2500
S834625,818013.8918367347,0.6131994621174749,2.1422,2,G→D,34544922.0,37,1199874.0,10753609.163265307,0.08808051215277778,58,4361,cluster,GROWTH_DECAY,95.5,49,2500
S839573,-2499.4988775510205,0.0814799836906434,-0.0554,1,D,1084903.0,27,597372.0,926801.6326530612,0.07883707682291667,34,4260,cluster,STEADY,36.1,49,2278
S815425,-22653.44653061225,0.84714404533049,-0.1094,1,D,2097806.0,2,1099821.0,1704614.8775510204,0.1822848849826389,119,15196,cluster,STEADY,27.5,49,2500
S818385,-629.4992857142861,0.00024374368603192494,-0.0504,1,D,3879309.0,27,1832671.0,3049311.6938775512,0.17622205946180555,35,19161,cluster,STEADY,38.3,49,2426
S813145,38450.05724489796,0.7820644818498169,0.0543,1,G,1771150.0,33,39662.0,1072323.2653061224,0.004143608940972222,7,173,quiescent,QUIESCENT,63.0,49,854
S833652,-1002471.2609183673,0.7184147086296424,-2.7337,1,G,36739035.0,16,1714137.0,16490531.836734693,0.9768744574652778,3,143979,mcs,RAPID_DECAY,1.2,49,1626
S848388,405297.11989795923,0.23198783126533823,1.0368,1,G,37601280.0,31,6003367.0,14187627.285714285,0.3501112196180556,77,48182,mcs,RAPID_GROWTH,88.4,49,2500
S828776,42264.42204081634,0.26523637199290767,0.0645,1,G,6675330.0,18,2459609.0,5701293.265306123,0.20928955078125,99,27314,cluster,STEADY,65.7,49,2500
S813532,45322.78836734695,0.6898047388971262,0.0727,2,D→G,4167655.0,48,1826667.0,2557472.4897959186,0.17958577473958334,24,19748,cluster,EPISODIC,67.0,49,1879
S829189,-236194.26010204083,0.09821055708877986,-0.6813,1,D,32311455.0,15,2150215.0,8108857.530612245,0.28363037109375,27,41609,mcs,RAPID_DECAY,13.2,49,2133
S828325,612162.1202040818,0.5329041748732674,1.5909,1,G,37601280.0,41,2619616.0,10988926.346938776,0.20015462239583334,65,18303,cluster,RAPID_GROWTH,92.0,49,2500
S811389,116257.85806122451,0.014587267972088588,0.2627,1,G,37528860.0,25,920276.0,10392910.081632653,0.4492594401041667,33,65503,mcs,STEADY,81.8,49,2500
S827260,-37729.98928571428,0.8868172596599083,-0.1498,1,D,7130737.0,0,5571398.0,6370538.204081632,0.5092569986979166,41,72383,mcs,STEADY,23.5,49,2500
S807107,57729.92693877552,0.6585415699425418,0.1059,2,G→D,3964865.0,29,935875.0,2810723.93877551,0.09534369574652778,56,10542,cluster,GROWTH_DECAY,70.6,49,2500
S813542,-14326.68112244898,0.6304898908812071,-0.0871,1,D,1674803.0,0,515953.0,1315770.9591836734,0.16023084852430555,83,13741,cluster,STEADY,29.7,49,2500
S792249,-84044.02346938776,0.9706057737009746,-0.2738,1,D,10809041.0,5,6768782.0,9182605.979591837,0.7921820746527778,47,114477,mcs,STEADY,17.4,49,2500
S829963,28822.901530612256,0.7383391948030317,0.0285,1,G,1974011.0,30,393686.0,1375092.9387755103,0.043267144097222224,41,2608,cluster,STEADY,57.8,49,2500
S822130,287971.6540816327,0.23671025859026756,0.7226,1,G,37601280.0,46,1327514.0,4989718.0,0.09773763020833333,77,3932,cluster,RAPID_GROWTH,86.4,49,2500
S816878,119635.5274489796,0.9855134070318288,0.2717,1,G,6782233.0,44,1480192.0,4177584.836734694,0.121337890625,67,7136,cluster,STEADY,82.3,49,2500
S817543,-50549.17010204082,0.6524760560232319,-0.1841,1,D,3714092.0,0,858169.0,1645706.2857142857,0.19373914930555555,5,28205,cluster,STEADY,21.3,49,943
S800348,42218.38826530613,0.25865960826971224,0.0644,1,G,10400511.0,31,6081323.0,9156739.387755102,0.4518568250868056,67,60205,mcs,STEADY,65.5,49,2500
S813048,0.0,0.0,-0.0487,1,P,0.0,0,0.0,0.0,0.0,0,0,quiescent,QUIESCENT,39.7,49,500
S814296,7574.055510204082,0.7342400113278957,-0.0284,1,G,468601.0,45,109092.0,255749.51020408163,0.014194064670138888,32,455,cluster,QUIESCENT,46.2,49,2114
S802418,50276.855510204085,0.9171992380453917,0.0859,1,G,6971248.0,42,4999782.0,5889692.1632653065,0.4657524956597222,108,61106,mcs,STEADY,68.2,49,2500
S818433,386017.6451020407,0.24759170047615173,0.9852,1,G,27606184.0,34,423685.0,9178995.204081632,0.16225179036458334,72,15270,cluster,RAPID_GROWTH,88.0,49,2500
S822814,36657.13132653063,0.9533279303545352,0.0495,1,G,1596755.0,43,1264.0,802359.6326530612,0.0007663302951388889,3,54,quiescent,QUIESCENT,62.0,49,650
S808466,39773.27653061225,0.9592281192606439,0.0578,1,G,2292633.0,47,625297.0,1374885.7346938776,0.05282931857638889,41,1567,cluster,STEADY,63.7,49,2500
S813324,10157.6193877551,0.6365848852723849,-0.0215,1,G,1949171.0,37,1264485.0,1614831.448979592,0.15940348307291666,86,10396,cluster,STEADY,48.1,49,2500
S796999,-82749.89602040817,0.7028535446104239,-0.2704,1,D,6810168.0,11,2890574.0,4682817.020408163,0.4190334743923611,52,37523,mcs,STEADY,17.7,49,2500
S827266,-58226.61224489796,0.7593757843055573,-0.2047,1,D,5840308.0,0,2704013.0,4910313.0612244895,0.4221733940972222,61,46916,mcs,STEADY,20.4,49,2500
S809884,77627.63561224486,0.9258104453656091,0.1592,1,G,6495397.0,48,2743086.0,5204654.510204081,0.2063869900173611,68,19752,cluster,STEADY,75.7,49,2500
S823932,746368.3665306122,0.41493760433326976,1.9503,2,G→D,37601280.0,26,1179086.0,15836839.469387755,0.10563151041666667,83,8828,cluster,GROWTH_DECAY,94.4,49,2500
S800427,-83207.14357142858,0.9377578940010393,-0.2716,1,D,3904766.0,0,417329.0,1727407.0408163266,0.3511555989583333,61,49408,mcs,STEADY,17.6,49,2500
S837319,39895.86581632653,0.8414863535082289,0.0581,1,G,3749291.0,35,1460413.0,2992647.0816326533,0.1341824001736111,30,6158,cluster,STEADY,64.2,49,2134
S818322,-38832.92510204083,0.7570573381342931,-0.1527,1,D,4137416.0,0,1972700.0,2617736.5714285714,0.3571641710069444,54,26698,cluster,STEADY,23.3,49,2500
S809079,-92809.98204081632,0.9649697385817273,-0.2973,1,D,4459905.0,0,768851.0,2430070.3061224488,0.5180867513020834,99,43787,mcs,STEADY,16.6,49,2500
S825590,117737.73897959184,0.984179910829833,0.2666,1,G,6111695.0,46,924163.0,3470111.6938775512,0.0796847873263889,124,2395,cluster,STEADY,82.1,49,2500
S828722,-904108.9977551019,0.6863033504700271,-2.4702,2,P→D,37601280.0,0,4115303.0,16200368.122448979,1.0,1,147456,mcs,RAPID_DECAY,1.9,49,1550
S840025,33862.21234693876,0.002273478052659732,0.042,1,G,26882182.0,20,2198555.0,8135802.448979592,0.19283040364583334,42,19109,cluster,STEADY,60.6,49,2500
S819127,122275.43724489797,0.01617604635796191,0.2788,1,G,37601280.0,24,367988.0,6830650.183673469,0.07734510633680555,26,4243,cluster,STEADY,82.7,49,1877
S818105,604263.4048979593,0.43175209028471007,1.5697,1,G,37601280.0,42,1062454.0,7393684.510204081,0.07551405164930555,42,3183,cluster,RAPID_GROWTH,91.8,49,2500
S823412,1116691.8761224488,0.7357561872058008,2.9422,2,G→P,37601280.0,28,252437.0,16341939.775510205,0.04149034288194445,46,2410,cluster,RAPID_GROWTH,99.6,49,2500
S838429,871391.3514285715,0.5818672586075273,2.2852,2,D→G,37601280.0,36,878238.0,10717322.0,0.11668565538194445,48,11117,cluster,RAPID_GROWTH,96.6,49,2500
S819456,14178.63785714286,0.9590691333785031,-0.0107,1,G,1478297.0,47,770246.0,1109290.3469387756,0.10009765625,82,9056,cluster,STEADY,51.6,49,2500
S814633,-54083.476938775515,0.9719029641067328,-0.1936,1,D,3801869.0,3,1148602.0,2336743.8163265307,0.3059760199652778,60,20028,cluster,STEADY,20.9,49,2500
S835742,-446587.83438775514,0.21351648776256524,-1.2448,1,D,37601280.0,6,233164.0,6728867.8367346935,0.038384331597222224,55,2555,cluster,RAPID_DECAY,10.3,49,2500
S831574,78144.7841836735,0.7054384883300584,0.1606,1,G,7665909.0,31,3508737.0,5605745.489795919,0.2466091579861111,44,22800,cluster,STEADY,75.8,49,2500
S823775,-454370.406122449,0.28955929146992515,-1.2657,1,D,37601280.0,0,1158155.0,8453506.408163264,1.0,1,147456,mcs,RAPID_DECAY,10.1,49,1550
S837764,421351.66306122456,0.13560847043198912,1.0798,1,G,37601280.0,25,264440.0,14361518.142857144,0.2586737738715278,93,26635,cluster,RAPID_GROWTH,89.0,49,2500
S838119,326808.523877551,0.2252874218806526,0.8266,1,G,37601280.0,45,1707413.0,4957053.244897959,0.1758490668402778,54,15539,cluster,RAPID_GROWTH,87.1,49,2500
S811313,363807.43591836735,0.4614710396944839,0.9257,1,G,25443555.0,45,518163.0,5211296.591836735,0.04408094618055555,32,2529,cluster,RAPID_GROWTH,87.7,49,2144
S827958,9265.202857142856,0.8594586267994648,-0.0239,1,G,1001741.0,48,481475.0,786061.5102040817,0.03841824001736111,21,2086,cluster,QUIESCENT,47.6,49,1588
S827624,463257.53663265315,0.27010796397942016,1.1921,1,D,32412815.0,31,1485866.0,10253837.93877551,0.2748074001736111,63,32056,mcs,RAPID_GROWTH,89.4,49,2500
S837458,-1037549.5379591838,0.731656612080299,-2.8277,2,D→G,37601280.0,0,1373024.0,16333293.346938776,1.0,1,147456,mcs,RAPID_DECAY,0.6,49,1550
S826044,94190.75673469389,0.9451016736035982,0.2036,1,G,5369916.0,48,1112927.0,2694513.8775510206,0.09974500868055555,98,1647,cluster,STEADY,79.4,49,2500
S813985,2805.187755102041,0.45248889003989234,-0.0412,1,G,192325.0,37,0.0,37633.57142857143,0.0,0,0,quiescent,QUIESCENT,42.5,49,500
S834824,-66863.4198979592,0.0030114588818650296,-0.2278,1,D,37601280.0,12,2377398.0,20019444.673469387,0.2890150282118056,188,15692,cluster,STEADY,19.5,49,2500
S835457,-873261.4336734693,0.6618318335842085,-2.3876,2,P→D,37601280.0,0,4081399.0,16783465.755102042,1.0,1,147456,mcs,RAPID_DECAY,2.4,49,1550
S818184,63708.456224489804,0.9812531690493154,0.1219,1,G,3834099.0,47,999900.0,2336114.8163265307,0.08589680989583333,44,7659,cluster,STEADY,73.0,49,2500
S817493,20263.486326530605,0.876491372277899,0.0056,1,G,1285349.0,48,505842.0,941740.1836734693,0.052408854166666664,58,1914,cluster,STEADY,54.9,49,2500
S838662,44279.34489795919,0.985822299005159,0.0699,1,G,2094004.0,48,92469.0,1149341.7346938776,0.005893283420138889,6,499,quiescent,STEADY,66.3,49,805
S811102,95897.9898979592,0.9915577884198756,0.2081,1,G,8058968.0,48,3341909.0,5654520.346938776,0.22637939453125,52,23313,cluster,STEADY,79.7,49,2500
S816423,36806.613367346945,0.983489403199589,0.0499,1,G,3188645.0,44,1468872.0,2351477.448979592,0.1111789279513889,29,10613,cluster,STEADY,62.3,49,2061
S814102,21925.126122448983,0.050854581609847814,0.01,1,G,9473989.0,23,4785043.0,7889985.591836735,0.4066975911458333,100,55997,mcs,STEADY,55.5,49,2500
S820958,-15835.383877551023,0.893876035805715,-0.0911,1,D,1281314.0,0,273461.0,885662.4489795918,0.11528184678819445,32,11443,cluster,STEADY,29.4,49,2215
S819364,-90917.13826530613,0.013163839932779746,-0.2922,1,D,28191909.0,22,2725949.0,11263913.612244898,0.3140936957465278,12,46268,mcs,STEADY,16.8,49,1414
S802445,-45773.10857142856,0.8222519892246467,-0.1713,1,D,9224545.0,3,6231234.0,7953845.632653061,0.5987887912326388,65,82373,mcs,STEADY,22.0,49,2500
S815870,105867.98295918368,0.9790316230868051,0.2348,1,G,5084173.0,48,348283.0,2394674.6326530613,0.052680121527777776,92,1495,cluster,STEADY,80.8,49,2500
S827251,203779.26734693884,0.08561374115794229,0.4971,2,G→D,34515129.0,31,2013511.0,8435719.632653061,0.11737060546875,21,16077,cluster,GROWTH_DECAY,85.0,49,1667
S805291,-4879.52183673469,0.0019502075053039346,-0.0618,1,D,12872052.0,20,8295504.0,11029854.510204082,0.5990804036458334,30,85180,mcs,PLATEAU,34.5,49,2500
S800720,-131150.91091836736,0.9288630427411109,-0.4,1,D,9082093.0,9,3486517.0,6644189.734693877,0.7196519639756944,19,105531,mcs,STEADY,15.4,49,2169
S829910,852302.7086734694,0.6134999947785755,2.2341,2,G→P,37601280.0,35,3098892.0,13272164.510204082,0.2811211480034722,75,14740,cluster,RAPID_GROWTH,96.5,49,2500
S832845,-3152.696734693878,0.1182587397650776,-0.0572,1,D,2274382.0,6,1832524.0,2104941.9795918367,0.1458672417534722,16,19321,cluster,STEADY,35.6,49,1445
S824316,237922.0289795919,0.050742026461232395,0.5885,1,G,37601280.0,20,2928362.0,15754824.204081632,0.2171291775173611,24,17183,cluster,RAPID_GROWTH,85.9,49,1917
S823542,37414.022959183676,0.521960878109042,0.0515,1,G,9413458.0,31,6990376.0,8544069.81632653,0.5719807942708334,104,80951,mcs,STEADY,62.5,49,2500
S821279,-179187.34969387756,0.07907262712728566,-0.5286,1,D,25383437.0,17,2424776.0,7557489.3877551025,0.3092583550347222,78,39208,mcs,RAPID_DECAY,13.9,49,2500
S819586,-552842.7885714286,0.2338683007611774,-1.5294,1,G,37601280.0,6,464108.0,12056182.510204082,0.07245551215277778,77,1534,cluster,RAPID_DECAY,9.2,49,2500
S817044,19203.084693877554,0.950068588252326,0.0027,1,G,789685.0,44,23360.0,348563.36734693876,0.002685546875,10,121,quiescent,QUIESCENT,54.1,49,1002
S824886,33997.62571428572,0.8809229113633696,0.0423,1,G,3949310.0,48,1917400.0,2728312.448979592,0.13926188151041666,40,15207,cluster,STEADY,60.8,49,2500
S825329,19434.660918367346,0.8142332984221623,0.0033,1,G,2468313.0,34,1219156.0,2011990.7959183673,0.10591634114583333,22,9914,cluster,STEADY,54.2,49,1705
S818096,-11202.79051020408,0.12391627122742485,-0.0787,1,D,4021649.0,22,2404378.0,3487112.3061224488,0.1926337348090278,15,27624,cluster,STEADY,31.3,49,1442
S824425,26087.764591836738,0.904311810237999,0.0212,1,G,1478581.0,43,290661.0,1034202.5714285715,0.021416558159722224,22,1034,cluster,STEADY,56.5,49,1621
S820859,-991643.871122449,0.5897794092184231,-2.7047,2,G→D,37601280.0,1,258281.0,22436509.48979592,0.12035454644097222,67,7394,cluster,GROWTH_DECAY,1.3,49,2500
S834459,840519.0233673472,0.7482382051262548,2.2025,2,G→D,30816182.0,30,1752155.0,13786014.612244898,0.14457872178819445,47,9983,cluster,GROWTH_DECAY,96.1,49,2500
S815129,84981.63887755101,0.011606000739196787,0.1789,1,G,31926632.0,23,2452320.0,10323814.673469387,0.2964613172743056,143,12622,cluster,STEADY,77.9,49,2500
S819402,143504.55602040817,0.02362038028555688,0.3356,1,G,37601280.0,0,7187179.0,18146983.714285713,1.0,1,147456,mcs,STEADY,83.7,49,1550
